Subj ID,Session,Run,Target,TR Condition,Word Class,Accuracy,RT,WordFreq,WordFreq,,RT-Rev,Actual response
ABR,1,2,(pass),(control),(control),NA,0.807016,NA,NA,,0.807016,
ABR,1,2,(pass),(control),(control),NA,0.773947,NA,NA,,0.773947,
ABR,1,2,smiling,CORR,ACT,1,1.435304,877,122,,1.435304,
ABR,1,2,eating,CORR,ACT,1,0.767207,3102,122,,0.767207,
ABR,1,2,typing,CORR,ACT,1,0.843446,165,12,,0.843446,
ABR,1,2,drinking,CORR,ACT,1,1.049813,2685,93,,1.049813,
ABR,1,2,yawning,CORR,ACT,1,1.193719,48,3,,1.193719,
ABR,1,2,Car,CORR,OBJ,1,0.92856,24636,274,,0.92856,
ABR,1,2,Tree,CORR,OBJ,1,0.963158,3315,59,,0.963158,
ABR,1,2,Ear,CORR,OBJ,1,0.690652,1632,29,,0.690652,
ABR,1,2,Dog,CORR,OBJ,1,0.548275,9835,75,,0.548275,
ABR,1,2,Nose,CORR,OBJ,1,0.988874,3557,60,,0.988874,
ABR,1,2,drawing,TR,ACT,1,1.26505,817,222,,1.26505,
ABR,1,2,painting,TR,ACT,1,1.096647,1489,95,,1.096647,
ABR,1,2,shaving,TR,ACT,1,0.938654,298,23,,0.938654,
ABR,1,2,smoking,TR,ACT,1,1.124201,1334,26,,1.124201,
ABR,1,2,pouring,TR,ACT,1,1.091132,302,48,,1.091132,
ABR,1,2,(pass),(control),(control),NA,0.867614,NA,NA,,0.867614,
ABR,1,2,(pass),(control),(control),NA,0.756468,NA,NA,,0.756468,
ABR,1,2,(pass),(control),(control),NA,0.681758,NA,NA,,0.681758,
ABR,1,2,(pass),(control),(control),NA,0.940177,NA,NA,,0.940177,
ABR,1,2,(pass),(control),(control),NA,0.860261,NA,NA,,0.860261,
ABR,1,2,Alligator,UNTR,OBJ,1,0.975078,178,4,,0.975078,
ABR,1,2,Pumpkin,UNTR,OBJ,1,0.848316,553,2,,0.848316,
ABR,1,2,Spider,UNTR,OBJ,1,0.846478,515,2,,0.846478,
ABR,1,2,Orange,UNTR,OBJ,1,0.896691,1138,23,,0.896691,
ABR,1,2,Raccoon,UNTR,OBJ,1,0.879237,73,1,,0.879237,
ABR,1,2,watering,UNTR,ACT,1,1.306362,109,12,,1.306362,
ABR,1,2,knitting,UNTR,ACT,1,0.908933,115,18,,0.908933,
ABR,1,2,lighting,UNTR,ACT,1,0.891479,323,72,,0.891479,
ABR,1,2,catching,UNTR,ACT,1,0.821974,648,146,,0.821974,
ABR,1,2,shooting,UNTR,ACT,1,0.981496,2871,117,,0.981496,
ABR,1,2,Giraffe,TR,OBJ,1,1.143158,76,0,,1.143158,
ABR,1,2,Pepper,TR,OBJ,1,1.864835,449,13,,1.864835,
ABR,1,2,Beetle,TR,OBJ,1,1.035379,105,0,,1.035379,
ABR,1,2,Lemon,TR,OBJ,1,0.632745,613,18,,0.632745,
ABR,1,2,Skunk,TR,OBJ,1,0.604881,166,0,,0.604881,
TMG,1,1,(pass),(control),(control),NA,1.265898,NA,NA,,1.265898,
TMG,1,1,(pass),(control),(control),NA,0.590372,NA,NA,,0.590372,
TMG,1,1,(pass),(control),(control),NA,0.71333,NA,NA,,0.71333,
TMG,1,1,(pass),(control),(control),NA,0.583434,NA,NA,,0.583434,
TMG,1,1,(pass),(control),(control),NA,0.733008,NA,NA,,0.733008,
TMG,1,1,planting,UNTR,ACT,1,1.440914,108,18,,1.440914,
TMG,1,1,dropping,UNTR,ACT,1,2.490999,826,159,,2.490999,
TMG,1,1,tying,UNTR,ACT,1,1.203302,158,50,,1.203302,
TMG,1,1,peeling,UNTR,ACT,NA,1.4,56,14,,NA,
TMG,1,1,touching,UNTR,ACT,1,2.331985,888,91,,2.331985,
TMG,1,1,Eye,CORR,OBJ,1,1.061426,5701,122,,1.061426,
TMG,1,1,Hand,CORR,OBJ,1,0.949275,14262,431,,0.949275,
TMG,1,1,Fork,CORR,OBJ,1,0.877048,450,14,,0.877048,
TMG,1,1,Pen,CORR,OBJ,1,1.146394,1261,18,,1.146394,
TMG,1,1,Book,CORR,OBJ,1,0.763645,9026,193,,0.763645,
TMG,1,1,bouncing,TR,ACT,1,1.640119,217,28,,1.640119,
TMG,1,1,praying,TR,ACT,1,1.053314,520,30,,1.053314,
TMG,1,1,knocking,TR,ACT,1,0.852442,759,47,,0.852442,
TMG,1,1,pushing,TR,ACT,1,0.993144,978,102,,0.993144,
TMG,1,1,stopping,TR,ACT,0,1.26249,1066,240,,NA,policemen
TMG,1,1,(pass),(control),(control),NA,0.954547,NA,NA,,0.954547,
TMG,1,1,(pass),(control),(control),NA,0.753675,NA,NA,,0.753675,
TMG,1,1,(pass),(control),(control),NA,1.373467,NA,NA,,1.373467,
TMG,1,1,(pass),(control),(control),NA,1.248007,NA,NA,,1.248007,
TMG,1,1,(pass),(control),(control),NA,1.024955,NA,NA,,1.024955,
TMG,1,1,Barn,TR,OBJ,1,1.182795,693,29,,1.182795,
TMG,1,1,Glasses,TR,OBJ,1,1.314624,1689,29,,1.314624,
TMG,1,1,Pitcher,TR,OBJ,1,0.931876,165,21,,0.931876,
TMG,1,1,Wheel,TR,OBJ,1,0.899572,1380,56,,0.899572,
TMG,1,1,Suitcase,TR,OBJ,1,0.907193,683,20,,0.907193,
TMG,1,1,carrying,CORR,ACT,1,1.677203,1451,304,,1.677203,
TMG,1,1,walking,CORR,ACT,1,1.662644,3826,287,,1.662644,
TMG,1,1,mailing,CORR,ACT,1,2.765962,53,13,,2.765962,
TMG,1,1,sleeping,CORR,ACT,1,1.06128,3027,97,,1.06128,
TMG,1,1,kissing,CORR,ACT,1,0.842664,1189,31,,0.842664,
TMG,1,1,Windmill,UNTR,OBJ,1,1.590494,65,1,,1.590494,
TMG,1,1,Sweater,UNTR,OBJ,1,1.336389,704,14,,1.336389,
TMG,1,1,Bottle,UNTR,OBJ,1,1.029053,2588,76,,1.029053,
TMG,1,1,Basket,UNTR,OBJ,1,0.832617,672,17,,0.832617,
TMG,1,1,Iron,UNTR,OBJ,1,0.618437,915,43,,0.618437,
TMG,1,1,(pass),(control),(control),NA,1.064618,NA,NA,,1.064618,
TMG,1,1,(pass),(control),(control),NA,0.717357,NA,NA,,0.717357,
TMG,1,1,(pass),(control),(control),NA,0.835879,NA,NA,,0.835879,
TMG,1,1,(pass),(control),(control),NA,0.732599,NA,NA,,0.732599,
TMG,1,1,(pass),(control),(control),NA,0.58496,NA,NA,,0.58496,
TMG,1,1,running,CORR,ACT,1,0.924676,8054,431,,0.924676,
TMG,1,1,driving,CORR,ACT,1,0.914553,3780,203,,0.914553,
TMG,1,1,sneezing,CORR,ACT,1,0.931046,56,3,,0.931046,
TMG,1,1,dreaming,CORR,ACT,1,1.413321,939,45,,1.413321,
TMG,1,1,watching,CORR,ACT,1,1.420942,5081,209,,1.420942,
TMG,1,1,Zebra,UNTR,OBJ,1,0.931122,128,1,,0.931122,
TMG,1,1,Artichoke,UNTR,OBJ,1,1.311369,28,0,,1.311369,
TMG,1,1,Penguin,UNTR,OBJ,1,0.9508,147,0,,0.9508,
TMG,1,1,Pineapple,UNTR,OBJ,1,0.798725,130,9,,0.798725,
TMG,1,1,Swan,UNTR,OBJ,1,0.881758,348,3,,0.881758,
TMG,1,1,ironing,TR,ACT,1,0.782308,75,8,,0.782308,
TMG,1,1,drilling,TR,ACT,1,0.914138,117,30,,0.914138,
TMG,1,1,writing,TR,ACT,1,1.303256,2852,561,,1.303256,
TMG,1,1,combing,TR,ACT,1,1.097949,59,5,,1.097949,
TMG,1,1,raking,TR,ACT,1,0.905949,27,6,,0.905949,
TMG,1,1,(pass),(control),(control),NA,0.979504,NA,NA,,0.979504,
TMG,1,1,(pass),(control),(control),NA,0.720964,NA,NA,,0.720964,
TMG,1,1,(pass),(control),(control),NA,0.639864,NA,NA,,0.639864,
TMG,1,1,(pass),(control),(control),NA,0.785002,NA,NA,,0.785002,
TMG,1,1,(pass),(control),(control),NA,1.032168,NA,NA,,1.032168,
TMG,1,1,Rhinoceros,TR,OBJ,1,0.715353,106,3,,0.715353,
TMG,1,1,Strawberry,TR,OBJ,1,1.100036,282,0,,1.100036,
TMG,1,1,Ostrich,TR,OBJ,1,1.378254,48,0,,1.378254,
TMG,1,1,Donkey,TR,OBJ,1,1.066482,273,1,,1.066482,
TMG,1,1,Asparagus,TR,OBJ,1,1.065231,50,1,,1.065231,
TMG,1,1,digging,UNTR,ACT,1,1.240814,676,32,,1.240814,
TMG,1,1,cooking,UNTR,ACT,1,1.221819,1307,50,,1.221819,
TMG,1,1,stirring,UNTR,ACT,1,1.145155,133,39,,1.145155,
TMG,1,1,cutting,UNTR,ACT,1,1.206009,1126,245,,1.206009,
TMG,1,1,ringing,UNTR,ACT,1,1.328966,899,39,,1.328966,
TMG,1,1,Bed,CORR,OBJ,1,1.398085,9543,127,,1.398085,
TMG,1,1,Door,CORR,OBJ,1,0.935488,14895,312,,0.935488,
TMG,1,1,Leg,CORR,OBJ,1,1.799261,2882,58,,1.799261,
TMG,1,1,Shoe,CORR,OBJ,1,0.99509,1550,14,,0.99509,
TMG,1,1,Chair,CORR,OBJ,1,0.696626,2511,66,,0.696626,
TMG,1,1,(pass),(control),(control),NA,0.952058,NA,NA,,0.952058,
TMG,1,1,(pass),(control),(control),NA,0.591489,NA,NA,,0.591489,
TMG,1,1,(pass),(control),(control),NA,0.581366,NA,NA,,0.581366,
TMG,1,1,(pass),(control),(control),NA,0.509139,NA,NA,,0.509139,
TMG,1,1,(pass),(control),(control),NA,0.441348,NA,NA,,0.441348,
TMG,1,1,pinching,TR,ACT,1,0.860912,57,11,,0.860912,
TMG,1,1,stroking,TR,ACT,1,1.090334,37,5,,1.090334,
TMG,1,1,pointing,TR,ACT,1,0.938258,425,143,,0.938258,
TMG,1,1,folding,TR,ACT,1,1.003548,106,20,,1.003548,
TMG,1,1,reading,TR,ACT,1,0.993424,3133,274,,0.993424,
TMG,1,1,Mitten,TR,OBJ,1,0.858487,23,0,,0.858487,
TMG,1,1,Broom,TR,OBJ,1,2.361046,243,2,,2.361046,
TMG,1,1,Barrel,TR,OBJ,1,0.68298,542,24,,0.68298,
TMG,1,1,Thimble,TR,OBJ,1,0.712781,14,1,,0.712781,
TMG,1,1,Harp,TR,OBJ,1,0.653862,134,1,,0.653862,
TMG,1,1,begging,UNTR,ACT,0,3.473312,766,34,,NA,no
TMG,1,1,tickling,UNTR,ACT,1,1.586753,51,2,,1.586753,
TMG,1,1,pulling,UNTR,ACT,0,2.645711,1384,145,,NA,walking
TMG,1,1,waving,UNTR,ACT,1,1.029749,266,30,,1.029749,
TMG,1,1,opening,UNTR,ACT,1,1.392251,1960,259,,1.392251,
TMG,1,1,(pass),(control),(control),NA,1.115361,NA,NA,,1.115361,
TMG,1,1,(pass),(control),(control),NA,0.737048,NA,NA,,0.737048,
TMG,1,1,(pass),(control),(control),NA,0.713617,NA,NA,,0.713617,
TMG,1,1,(pass),(control),(control),NA,0.716802,NA,NA,,0.716802,
TMG,1,1,(pass),(control),(control),NA,0.773219,NA,NA,,0.773219,
TMG,1,1,Key,CORR,OBJ,1,0.76249,4430,88,,0.76249,
TMG,1,1,Foot,CORR,OBJ,1,1.00522,3311,70,,1.00522,
TMG,1,1,Glass,CORR,OBJ,1,1.234642,3096,99,,1.234642,
TMG,1,1,Arm,CORR,OBJ,1,1.193467,3336,94,,1.193467,
TMG,1,1,Thumb,CORR,OBJ,1,1.356348,603,10,,1.356348,
TMG,1,1,crying,CORR,ACT,1,1.075022,2709,64,,1.075022,
TMG,1,1,sitting,CORR,ACT,1,1.127003,4814,314,,1.127003,
TMG,1,1,washing,CORR,ACT,0,2.718283,462,83,,NA,sneezing
TMG,1,1,laughing,CORR,ACT,1,1.159989,2667,89,,1.159989,
TMG,1,1,raining,CORR,ACT,1,1.717676,499,14,,1.717676,
TMG,1,1,Necklace,UNTR,OBJ,1,1.360938,497,3,,1.360938,
TMG,1,1,Stool,UNTR,OBJ,1,1.621412,179,8,,1.621412,
TMG,1,1,Well,UNTR,OBJ,1,1.296331,95,897,,1.296331,
TMG,1,1,Clothespin,UNTR,OBJ,1,1.25072,15,0,,1.25072,
TMG,1,1,Flute,UNTR,OBJ,1,1.910436,108,1,,1.910436,
TMG,1,1,(pass),(control),(control),NA,1.021375,NA,NA,,1.021375,
TMG,1,1,(pass),(control),(control),NA,0.598702,NA,NA,,0.598702,
TMG,1,1,(pass),(control),(control),NA,0.39783,NA,NA,,0.39783,
TMG,1,1,(pass),(control),(control),NA,0.480863,NA,NA,,0.480863,
TMG,1,1,(pass),(control),(control),NA,0.488484,NA,NA,,0.488484,
TMG,1,1,smiling,CORR,ACT,1,1.30729,877,122,,1.30729,
TMG,1,1,eating,CORR,ACT,1,2.210987,3102,122,,2.210987,
TMG,1,1,typing,CORR,ACT,1,0.918855,165,12,,0.918855,
TMG,1,1,drinking,CORR,ACT,1,0.935348,2685,93,,0.935348,
TMG,1,1,yawning,CORR,ACT,0,2.766173,48,3,,NA,no
TMG,1,1,Car,CORR,OBJ,1,1.424637,24636,274,,1.424637,
TMG,1,1,Tree,CORR,OBJ,1,0.771292,3315,59,,0.771292,
TMG,1,1,Ear,CORR,OBJ,1,0.730116,1632,29,,0.730116,
TMG,1,1,Dog,CORR,OBJ,1,0.742173,9835,75,,0.742173,
TMG,1,1,Nose,CORR,OBJ,1,0.860695,3557,60,,0.860695,
TMG,1,1,drawing,TR,ACT,1,1.462136,817,222,,1.462136,
TMG,1,1,painting,TR,ACT,1,0.844278,1489,95,,0.844278,
TMG,1,1,shaving,TR,ACT,1,0.860772,298,23,,0.860772,
TMG,1,1,smoking,TR,ACT,1,1.187786,1334,26,,1.187786,
TMG,1,1,pouring,TR,ACT,1,1.066762,302,48,,1.066762,
TMG,1,1,(pass),(control),(control),NA,0.976185,NA,NA,,0.976185,
TMG,1,1,(pass),(control),(control),NA,0.562384,NA,NA,,0.562384,
TMG,1,1,(pass),(control),(control),NA,0.516773,NA,NA,,0.516773,
TMG,1,1,(pass),(control),(control),NA,0.533266,NA,NA,,0.533266,
TMG,1,1,(pass),(control),(control),NA,0.811484,NA,NA,,0.811484,
TMG,1,1,Alligator,UNTR,OBJ,1,0.814062,178,4,,0.814062,
TMG,1,1,Pumpkin,UNTR,OBJ,1,0.888224,553,2,,0.888224,
TMG,1,1,Spider,UNTR,OBJ,1,0.78938,515,2,,0.78938,
TMG,1,1,Orange,UNTR,OBJ,1,0.797001,1138,23,,0.797001,
TMG,1,1,Raccoon,UNTR,OBJ,1,0.911087,73,1,,0.911087,
TMG,1,1,watering,UNTR,ACT,1,2.231163,109,12,,2.231163,
TMG,1,1,knitting,UNTR,ACT,1,1.191884,115,18,,1.191884,
TMG,1,1,lighting,UNTR,ACT,1,1.456794,323,72,,1.456794,
TMG,1,1,catching,UNTR,ACT,1,1.384566,648,146,,1.384566,
TMG,1,1,shooting,UNTR,ACT,1,1.090538,2871,117,,1.090538,
TMG,1,1,Giraffe,TR,OBJ,1,0.787032,76,0,,0.787032,
TMG,1,1,Pepper,TR,OBJ,1,0.980965,449,13,,0.980965,
TMG,1,1,Beetle,TR,OBJ,1,1.001894,105,0,,1.001894,
TMG,1,1,Lemon,TR,OBJ,1,0.814331,613,18,,0.814331,
TMG,1,1,Skunk,TR,OBJ,1,0.790899,166,0,,0.790899,
TMG,1,2,(pass),(control),(control),NA,0.939274,NA,NA,,0.939274,
TMG,1,2,(pass),(control),(control),NA,0.619046,NA,NA,,0.619046,
TMG,1,2,(pass),(control),(control),NA,0.425875,NA,NA,,0.425875,
TMG,1,2,(pass),(control),(control),NA,0.509923,NA,NA,,0.509923,
TMG,1,2,(pass),(control),(control),NA,0.466912,NA,NA,,0.466912,
TMG,1,2,planting,UNTR,ACT,1,1.199271,108,18,,1.199271,
TMG,1,2,dropping,UNTR,ACT,1,1.237115,826,159,,1.237115,
TMG,1,2,tying,UNTR,ACT,1,0.81293,158,50,,0.81293,
TMG,1,2,peeling,UNTR,ACT,0,2.768197,56,14,,NA,eating
TMG,1,2,touching,UNTR,ACT,1,1.22359,888,91,,1.22359,
TMG,1,2,Eye,CORR,OBJ,1,1.216702,5701,122,,1.216702,
TMG,1,2,Hand,CORR,OBJ,1,0.85027,14262,431,,0.85027,
TMG,1,2,Fork,CORR,OBJ,1,0.830361,450,14,,0.830361,
TMG,1,2,Pen,CORR,OBJ,1,0.706495,1261,18,,0.706495,
TMG,1,2,Book,CORR,OBJ,1,0.686586,9026,193,,0.686586,
TMG,1,2,bouncing,TR,ACT,1,1.915627,217,28,,1.915627,
TMG,1,2,praying,TR,ACT,1,0.937006,520,30,,0.937006,
TMG,1,2,knocking,TR,ACT,1,0.662981,759,47,,0.662981,
TMG,1,2,pushing,TR,ACT,1,0.712376,978,102,,0.712376,
TMG,1,2,stopping,TR,ACT,0,1.258453,1066,240,,NA,policemen
TMG,1,2,(pass),(control),(control),NA,0.951245,NA,NA,,0.951245,
TMG,1,2,(pass),(control),(control),NA,0.434654,NA,NA,,0.434654,
TMG,1,2,(pass),(control),(control),NA,0.634209,NA,NA,,0.634209,
TMG,1,2,(pass),(control),(control),NA,0.637401,NA,NA,,0.637401,
TMG,1,2,(pass),(control),(control),NA,0.571289,NA,NA,,0.571289,
TMG,1,2,Barn,TR,OBJ,1,0.945575,693,29,,0.945575,
TMG,1,2,Glasses,TR,OBJ,1,0.659998,1689,29,,0.659998,
TMG,1,2,Pitcher,TR,OBJ,1,0.801799,165,21,,0.801799,
TMG,1,2,Wheel,TR,OBJ,1,0.643281,1380,56,,0.643281,
TMG,1,2,Suitcase,TR,OBJ,1,0.773532,683,20,,0.773532,
TMG,1,2,carrying,CORR,ACT,1,0.893701,1451,304,,0.893701,
TMG,1,2,walking,CORR,ACT,1,1.197213,3826,287,,1.197213,
TMG,1,2,mailing,CORR,ACT,1,1.073347,53,13,,1.073347,
TMG,1,2,sleeping,CORR,ACT,1,0.949481,3027,97,,0.949481,
TMG,1,2,kissing,CORR,ACT,1,0.767861,1189,31,,0.767861,
TMG,1,2,Windmill,UNTR,OBJ,1,0.807176,65,1,,0.807176,
TMG,1,2,Sweater,UNTR,OBJ,1,0.99518,704,14,,0.99518,
TMG,1,2,Bottle,UNTR,OBJ,1,0.825111,2588,76,,0.825111,
TMG,1,2,Basket,UNTR,OBJ,1,0.678143,672,17,,0.678143,
TMG,1,2,Iron,UNTR,OBJ,1,0.565828,915,43,,0.565828,
TMG,1,2,(pass),(control),(control),NA,0.928564,NA,NA,,0.928564,
TMG,1,2,(pass),(control),(control),NA,0.446625,NA,NA,,0.446625,
TMG,1,2,(pass),(control),(control),NA,0.415165,NA,NA,,0.415165,
TMG,1,2,(pass),(control),(control),NA,0.46456,NA,NA,,0.46456,
TMG,1,2,(pass),(control),(control),NA,0.444651,NA,NA,,0.444651,
TMG,1,2,running,CORR,ACT,1,0.888241,8054,431,,0.888241,
TMG,1,2,driving,CORR,ACT,1,0.99539,3780,203,,0.99539,
TMG,1,2,sneezing,CORR,ACT,1,0.756016,56,3,,0.756016,
TMG,1,2,dreaming,CORR,ACT,1,1.429152,939,45,,1.429152,
TMG,1,2,watching,CORR,ACT,1,1.293735,5081,209,,1.293735,
TMG,1,2,Zebra,UNTR,OBJ,1,0.836368,128,1,,0.836368,
TMG,1,2,Artichoke,UNTR,OBJ,1,0.654748,28,0,,0.654748,
TMG,1,2,Penguin,UNTR,OBJ,1,0.681042,147,0,,0.681042,
TMG,1,2,Pineapple,UNTR,OBJ,1,0.741988,130,9,,0.741988,
TMG,1,2,Swan,UNTR,OBJ,1,0.768281,348,3,,0.768281,
TMG,1,2,ironing,TR,ACT,1,0.911552,75,8,,0.911552,
TMG,1,2,drilling,TR,ACT,1,0.753034,117,30,,0.753034,
TMG,1,2,writing,TR,ACT,1,0.906386,2852,561,,0.906386,
TMG,1,2,combing,TR,ACT,1,0.851825,59,5,,0.851825,
TMG,1,2,raking,TR,ACT,1,0.75106,27,6,,0.75106,
TMG,1,2,(pass),(control),(control),NA,0.986737,NA,NA,,0.986737,
TMG,1,2,(pass),(control),(control),NA,0.458595,NA,NA,,0.458595,
TMG,1,2,(pass),(control),(control),NA,0.450237,NA,NA,,0.450237,
TMG,1,2,(pass),(control),(control),NA,0.661342,NA,NA,,0.661342,
TMG,1,2,(pass),(control),(control),NA,0.803143,NA,NA,,0.803143,
TMG,1,2,Rhinoceros,TR,OBJ,1,0.854009,106,3,,0.854009,
TMG,1,2,Strawberry,TR,OBJ,1,0.880302,282,0,,0.880302,
TMG,1,2,Ostrich,TR,OBJ,1,0.802639,48,0,,0.802639,
TMG,1,2,Donkey,TR,OBJ,1,0.886687,273,1,,0.886687,
TMG,1,2,Asparagus,TR,OBJ,1,0.855227,50,1,,0.855227,
TMG,1,2,digging,UNTR,ACT,1,1.321919,676,32,,1.321919,
TMG,1,2,cooking,UNTR,ACT,1,1.140299,1307,50,,1.140299,
TMG,1,2,stirring,UNTR,ACT,1,1.224346,133,39,,1.224346,
TMG,1,2,cutting,UNTR,ACT,1,1.031176,1126,245,,1.031176,
TMG,1,2,ringing,UNTR,ACT,1,1.161426,899,39,,1.161426,
TMG,1,2,Bed,CORR,OBJ,1,0.784914,9543,127,,0.784914,
TMG,1,2,Door,CORR,OBJ,1,0.718802,14895,312,,0.718802,
TMG,1,2,Leg,CORR,OBJ,1,0.987661,2882,58,,0.987661,
TMG,1,2,Shoe,CORR,OBJ,1,0.736737,1550,14,,0.736737,
TMG,1,2,Chair,CORR,OBJ,1,0.693726,2511,66,,0.693726,
TMG,1,2,(pass),(control),(control),NA,0.940954,NA,NA,,0.940954,
TMG,1,2,(pass),(control),(control),NA,0.482117,NA,NA,,0.482117,
TMG,1,2,(pass),(control),(control),NA,0.33515,NA,NA,,0.33515,
TMG,1,2,(pass),(control),(control),NA,0.31524,NA,NA,,0.31524,
TMG,1,2,(pass),(control),(control),NA,0.572549,NA,NA,,0.572549,
TMG,1,2,pinching,TR,ACT,1,0.750472,57,11,,0.750472,
TMG,1,2,stroking,TR,ACT,1,1.123288,37,5,,1.123288,
TMG,1,2,pointing,TR,ACT,1,0.930118,425,143,,0.930118,
TMG,1,2,folding,TR,ACT,1,0.898658,106,20,,0.898658,
TMG,1,2,reading,TR,ACT,1,0.809444,3133,274,,0.809444,
TMG,1,2,Mitten,TR,OBJ,1,0.837208,23,0,,0.837208,
TMG,1,2,Broom,TR,OBJ,1,2.388199,243,2,,2.388199,
TMG,1,2,Barrel,TR,OBJ,1,0.704983,542,24,,0.704983,
TMG,1,2,Thimble,TR,OBJ,1,0.615769,14,1,,0.615769,
TMG,1,2,Harp,TR,OBJ,1,0.676715,134,1,,0.676715,
TMG,1,2,begging,UNTR,ACT,1,1.351321,766,34,,1.351321,
TMG,1,2,tickling,UNTR,ACT,1,1.054194,51,2,,1.054194,
TMG,1,2,pulling,UNTR,ACT,1,1.172893,1384,145,,1.172893,
TMG,1,2,waving,UNTR,ACT,1,1.037476,266,30,,1.037476,
TMG,1,2,opening,UNTR,ACT,1,1.21393,1960,259,,1.21393,
TMG,1,2,(pass),(control),(control),NA,1.114635,NA,NA,,1.114635,
TMG,1,2,(pass),(control),(control),NA,0.563392,NA,NA,,0.563392,
TMG,1,2,(pass),(control),(control),NA,0.543483,NA,NA,,0.543483,
TMG,1,2,(pass),(control),(control),NA,0.719936,NA,NA,,0.719936,
TMG,1,2,(pass),(control),(control),NA,0.492114,NA,NA,,0.492114,
TMG,1,2,Key,CORR,OBJ,1,0.762443,4430,88,,0.762443,
TMG,1,2,Foot,CORR,OBJ,1,0.892693,3311,70,,0.892693,
TMG,1,2,Glass,CORR,OBJ,1,1.230857,3096,99,,1.230857,
TMG,1,2,Arm,CORR,OBJ,1,0.945281,3336,94,,0.945281,
TMG,1,2,Thumb,CORR,OBJ,1,0.671255,603,10,,0.671255,
TMG,1,2,crying,CORR,ACT,1,0.918483,2709,64,,0.918483,
TMG,1,2,sitting,CORR,ACT,1,0.956327,4814,314,,0.956327,
TMG,1,2,washing,CORR,ACT,0,2.715232,462,83,,NA,no
TMG,1,2,laughing,CORR,ACT,1,0.812552,2667,89,,0.812552,
TMG,1,2,raining,CORR,ACT,1,1.601195,499,14,,1.601195,
TMG,1,2,Necklace,UNTR,OBJ,1,1.155378,497,3,,1.155378,
TMG,1,2,Stool,UNTR,OBJ,1,0.904454,179,8,,0.904454,
TMG,1,2,Well,UNTR,OBJ,1,0.838342,95,897,,0.838342,
TMG,1,2,Clothespin,UNTR,OBJ,1,1.026346,15,0,,1.026346,
TMG,1,2,Flute,UNTR,OBJ,1,1.041089,108,1,,1.041089,
TMG,1,2,(pass),(control),(control),NA,0.907142,NA,NA,,0.907142,
TMG,1,2,(pass),(control),(control),NA,0.448305,NA,NA,,0.448305,
TMG,1,2,(pass),(control),(control),NA,0.289787,NA,NA,,0.289787,
TMG,1,2,(pass),(control),(control),NA,0.385385,NA,NA,,0.385385,
TMG,1,2,(pass),(control),(control),NA,0.700447,NA,NA,,0.700447,
TMG,1,2,smiling,CORR,ACT,1,1.17869,877,122,,1.17869,
TMG,1,2,eating,CORR,ACT,1,0.777606,3102,122,,0.777606,
TMG,1,2,typing,CORR,ACT,1,0.780798,165,12,,0.780798,
TMG,1,2,drinking,CORR,ACT,1,0.656932,2685,93,,0.656932,
TMG,1,2,yawning,CORR,ACT,0,2.196373,48,3,,NA,no
TMG,1,2,Car,CORR,OBJ,1,0.907352,24636,274,,0.907352,
TMG,1,2,Tree,CORR,OBJ,1,0.69108,3315,59,,0.69108,
TMG,1,2,Ear,CORR,OBJ,1,0.578765,1632,29,,0.578765,
TMG,1,2,Dog,CORR,OBJ,1,0.685914,9835,75,,0.685914,
TMG,1,2,Nose,CORR,OBJ,1,0.735309,3557,60,,0.735309,
TMG,1,2,drawing,TR,ACT,1,1.167349,817,222,,1.167349,
TMG,1,2,painting,TR,ACT,1,0.754714,1489,95,,0.754714,
TMG,1,2,shaving,TR,ACT,1,0.734805,298,23,,0.734805,
TMG,1,2,smoking,TR,ACT,1,1.003664,1334,26,,1.003664,
TMG,1,2,pouring,TR,ACT,1,0.995306,302,48,,0.995306,
TMG,1,2,(pass),(control),(control),NA,0.953765,NA,NA,,0.953765,
TMG,1,2,(pass),(control),(control),NA,0.564232,NA,NA,,0.564232,
TMG,1,2,(pass),(control),(control),NA,0.567424,NA,NA,,0.567424,
TMG,1,2,(pass),(control),(control),NA,0.443558,NA,NA,,0.443558,
TMG,1,2,(pass),(control),(control),NA,0.885679,NA,NA,,0.885679,
TMG,1,2,Alligator,UNTR,OBJ,1,1.34082,178,4,,1.34082,
TMG,1,2,Pumpkin,UNTR,OBJ,1,0.870432,553,2,,0.870432,
TMG,1,2,Spider,UNTR,OBJ,1,0.619508,515,2,,0.619508,
TMG,1,2,Orange,UNTR,OBJ,1,0.692004,1138,23,,0.692004,
TMG,1,2,Raccoon,UNTR,OBJ,1,0.648994,73,1,,0.648994,
TMG,1,2,watering,UNTR,ACT,1,1.820281,109,12,,1.820281,
TMG,1,2,knitting,UNTR,ACT,1,1.038023,115,18,,1.038023,
TMG,1,2,lighting,UNTR,ACT,1,0.879504,323,72,,0.879504,
TMG,1,2,catching,UNTR,ACT,1,0.813392,648,146,,0.813392,
TMG,1,2,shooting,UNTR,ACT,1,0.677975,2871,117,,0.677975,
TMG,1,2,Giraffe,TR,OBJ,1,0.775044,76,0,,0.775044,
TMG,1,2,Pepper,TR,OBJ,1,0.743584,449,13,,0.743584,
TMG,1,2,Beetle,TR,OBJ,1,0.677471,105,0,,0.677471,
TMG,1,2,Lemon,TR,OBJ,1,0.62291,613,18,,0.62291,
TMG,1,2,Skunk,TR,OBJ,1,0.706957,166,0,,0.706957,
